Customer ID,Geography ID,First Name,Last Name,Birth Date,Birth Year,Marital Status,Gender,Email Address,Annual Income,Total Children,Education Level,Occupation,Home Owner,Full Name,Is Parent?,City
11049,307,Carol,Rai,15-01-1986,1986,S,Female,carol8@adventure-works.com,40000,0,Partial High School,Clerical,Yes,Carol Rai,No,Chula Vista
11050,31,Alan,Zheng,06-03-1957,1957,M,Male,alan23@adventure-works.com,30000,3,High School,Skilled Manual,Yes,Alan Zheng,Yes,Hobart
11051,21,Daniel,Johnson,31-01-1957,1957,S,Male,daniel18@adventure-works.com,30000,3,High School,Skilled Manual,No,Daniel Johnson,Yes,Caloundra
11052,8,Heidi,Lopez,03-02-1957,1957,S,Female,heidi19@adventure-works.com,40000,2,Partial College,Clerical,No,Heidi Lopez,Yes,Matraville
11053,359,Ana,Price,17-02-1986,1986,M,Female,ana0@adventure-works.com,60000,0,Partial College,Skilled Manual,No,Ana Price,No,San Diego
11054,34,Deanna,Munoz,07-09-1957,1957,M,Female,deanna33@adventure-works.com,40000,2,Partial College,Skilled Manual,Yes,Deanna Munoz,Yes,Geelong
11055,22,Gilbert,Raje,02-09-1957,1957,M,Male,gilbert35@adventure-works.com,40000,2,Partial College,Skilled Manual,Yes,Gilbert Raje,Yes,East Brisbane
11056,10,Michele,Nath,01-10-1958,1958,M,Female,michele19@adventure-works.com,40000,3,Partial College,Skilled Manual,Yes,Michele Nath,Yes,Newcastle
11057,5,Carl,Andersen,07-04-1970,1970,M,Male,carl12@adventure-works.com,70000,2,Graduate Degree,Management,Yes,Carl Andersen,Yes,Lane Cove
11058,29,Marc,Diaz,23-04-1965,1965,M,Male,marc6@adventure-works.com,80000,2,Partial College,Skilled Manual,Yes,Marc Diaz,Yes,Findon
11059,27,Ashlee,Andersen,29-09-1959,1959,S,Female,ashlee19@adventure-works.com,80000,2,Partial College,Skilled Manual,Yes,Ashlee Andersen,Yes,Townsville
11060,40,Jon,Zhou,14-09-1959,1959,M,Male,jon28@adventure-works.com,80000,2,Partial College,Skilled Manual,Yes,Jon Zhou,Yes,Warrnambool
11061,23,Todd,Gao,20-02-1976,1976,M,Male,todd14@adventure-works.com,80000,2,Partial College,Skilled Manual,Yes,Todd Gao,Yes,Gold Coast
11062,547,Noah,Powell,01-03-1981,1981,M,Male,noah5@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Noah Powell,No,Portland
11063,634,Angela,Murphy,04-10-1980,1980,S,Female,angela41@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Angela Murphy,No,Redmond
11064,315,Chase,Reed,05-06-1981,1981,M,Male,chase21@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Chase Reed,No,Downey
11065,331,Jessica,Henderson,08-04-1979,1979,M,Female,jessica29@adventure-works.com,60000,0,Partial College,Skilled Manual,No,Jessica Henderson,No,La Jolla
11066,543,Grace,Butler,27-05-1979,1979,M,Female,grace62@adventure-works.com,70000,0,Partial College,Professional,Yes,Grace Butler,No,Lebanon
11067,632,Caleb,Carter,25-03-1982,1982,S,Male,caleb40@adventure-works.com,60000,0,Partial College,Professional,Yes,Caleb Carter,No,Port Orchard
11068,40,Tiffany,Liang,19-09-1966,1966,S,Female,tiffany17@adventure-works.com,80000,2,High School,Skilled Manual,Yes,Tiffany Liang,Yes,Warrnambool
11069,23,Carolyn,Navarro,17-09-1966,1966,S,Female,carolyn30@adventure-works.com,80000,2,High School,Skilled Manual,No,Carolyn Navarro,Yes,Gold Coast
11070,39,Willie,Raji,02-10-1960,1960,M,Male,willie40@adventure-works.com,80000,2,High School,Skilled Manual,Yes,Willie Raji,Yes,Sunbury
11071,24,Linda,Serrano,23-12-1960,1960,S,Female,linda31@adventure-works.com,80000,2,High School,Skilled Manual,Yes,Linda Serrano,Yes,Hawthorne
11072,17,Casey,Luo,05-08-1960,1960,S,Female,casey6@adventure-works.com,80000,2,High School,Skilled Manual,No,Casey Luo,Yes,St. Leonards
11073,16,Amy,Ye,11-02-1962,1962,S,Female,amy16@adventure-works.com,70000,2,High School,Skilled Manual,Yes,Amy Ye,Yes,Springwood
11074,28,Levi,Arun,25-02-1962,1962,S,Male,levi6@adventure-works.com,70000,2,High School,Skilled Manual,Yes,Levi Arun,Yes,Cloverdale
11075,32,Felicia,Jimenez,16-05-1963,1963,S,Female,felicia4@adventure-works.com,80000,2,High School,Professional,Yes,Felicia Jimenez,Yes,Bendigo
11076,19,Blake,Anderson,10-01-1963,1963,S,Male,blake9@adventure-works.com,80000,2,High School,Professional,Yes,Blake Anderson,Yes,Wollongong
11077,36,Leah,Ye,19-03-1963,1963,S,Female,leah7@adventure-works.com,80000,2,High School,Professional,No,Leah Ye,Yes,Melton
11078,49,Gina,Martin,06-01-1985,1985,S,Female,gina1@adventure-works.com,40000,0,High School,Professional,No,Gina Martin,No,Cliffside
11079,34,Donald,Gonzalez,07-03-1970,1970,S,Male,donald20@adventure-works.com,160000,0,Graduate Degree,Management,Yes,Donald Gonzalez,No,Geelong
11080,30,Damien,Chander,13-01-1965,1965,M,Male,damien32@adventure-works.com,170000,0,Graduate Degree,Management,Yes,Damien Chander,No,Perth
11081,311,Savannah,Baker,21-01-1972,1972,M,Female,savannah39@adventure-works.com,120000,2,Bachelors,Management,Yes,Savannah Baker,Yes,Concord
11082,322,Angela,Butler,01-02-1972,1972,S,Female,angela17@adventure-works.com,130000,0,Graduate Degree,Management,No,Angela Butler,No,Fremont
11083,336,Alyssa,Cox,11-03-1977,1977,M,Female,alyssa37@adventure-works.com,130000,0,Graduate Degree,Management,Yes,Alyssa Cox,No,Lincoln Acres
11084,543,Lucas,Phillips,12-03-1963,1963,S,Male,lucas7@adventure-works.com,80000,2,Partial High School,Skilled Manual,No,Lucas Phillips,Yes,Lebanon
11085,345,Emily,Johnson,16-01-1963,1963,S,Female,emily1@adventure-works.com,60000,2,High School,Professional,No,Emily Johnson,Yes,Newport Beach
11086,369,Ryan,Brown,22-06-1963,1963,M,Male,ryan43@adventure-works.com,70000,2,Partial College,Professional,Yes,Ryan Brown,Yes,Santa Monica
11087,307,Tamara,Liang,02-04-1963,1963,M,Female,tamara6@adventure-works.com,70000,3,Partial College,Professional,No,Tamara Liang,Yes,Chula Vista
11088,359,Hunter,Davis,25-05-1963,1963,M,Male,hunter64@adventure-works.com,80000,2,Bachelors,Management,Yes,Hunter Davis,Yes,San Diego
11089,337,Abigail,Price,05-08-1962,1962,S,Female,abigail25@adventure-works.com,80000,2,Bachelors,Management,Yes,Abigail Price,Yes,Long Beach
11090,338,Trevor,Bryant,13-12-1968,1968,S,Male,trevor18@adventure-works.com,90000,2,Partial College,Professional,Yes,Trevor Bryant,Yes,Los Angeles
11091,50,Dalton,Perez,02-10-1962,1962,M,Male,dalton37@adventure-works.com,90000,2,Partial College,Professional,Yes,Dalton Perez,Yes,Haney
11092,22,Cheryl,Diaz,02-11-1972,1972,M,Female,cheryl4@adventure-works.com,90000,2,Bachelors,Professional,Yes,Cheryl Diaz,Yes,East Brisbane
11093,19,Aimee,He,06-09-1978,1978,M,Female,aimee13@adventure-works.com,100000,0,Graduate Degree,Management,Yes,Aimee He,No,Wollongong
11094,33,Cedric,Ma,29-09-1967,1967,S,Male,cedric15@adventure-works.com,70000,1,Partial College,Skilled Manual,No,Cedric Ma,Yes,Cranbourne
11095,13,Chad,Kumar,29-02-1968,1968,S,Male,chad9@adventure-works.com,70000,1,Partial College,Skilled Manual,Yes,Chad Kumar,Yes,Port Macquarie
11096,12,Andrés,Anand,07-02-1968,1968,M,Male,andrés18@adventure-works.com,60000,1,Bachelors,Professional,Yes,Andrés Anand,Yes,North Sydney
11097,40,Edwin,Nara,23-10-1972,1972,M,Male,edwin39@adventure-works.com,60000,1,Partial College,Skilled Manual,Yes,Edwin Nara,Yes,Warrnambool
11098,14,Mallory,Rubio,29-10-1966,1966,S,Female,mallory7@adventure-works.com,60000,1,Partial College,Skilled Manual,No,Mallory Rubio,Yes,Rhodes
11099,13,Adam,Ross,05-09-1966,1966,M,Male,adam2@adventure-works.com,60000,1,Bachelors,Professional,Yes,Adam Ross,Yes,Port Macquarie
11100,28,Latasha,Navarro,15-03-1966,1966,S,Female,latasha10@adventure-works.com,60000,1,Partial College,Skilled Manual,Yes,Latasha Navarro,Yes,Cloverdale
11101,33,Abby,Sai,05-11-1970,1970,S,Female,abby4@adventure-works.com,70000,0,Bachelors,Professional,No,Abby Sai,No,Cranbourne
11102,18,Julia,Nelson,19-10-1970,1970,S,Female,julia7@adventure-works.com,80000,5,Bachelors,Professional,Yes,Julia Nelson,Yes,Sydney
11103,3,Cassie,Chande,12-04-1981,1981,S,Female,cassie13@adventure-works.com,70000,0,Bachelors,Professional,Yes,Cassie Chande,No,Darlinghurst
11104,23,Edgar,Sara,08-03-1975,1975,M,Male,edgar11@adventure-works.com,70000,0,Bachelors,Professional,No,Edgar Sara,No,Gold Coast
11105,8,Candace,Fernandez,27-06-1970,1970,S,Female,candace15@adventure-works.com,70000,0,Bachelors,Professional,No,Candace Fernandez,No,Matraville
11106,40,Jessie,Liu,11-03-1970,1970,S,Male,jessie9@adventure-works.com,70000,0,Bachelors,Professional,No,Jessie Liu,No,Warrnambool
11107,17,Bianca,Lin,04-03-1976,1976,M,Female,bianca7@adventure-works.com,90000,1,Bachelors,Professional,Yes,Bianca Lin,Yes,St. Leonards
11108,13,Kari,Alvarez,10-01-1969,1969,S,Female,kari25@adventure-works.com,70000,0,Bachelors,Professional,No,Kari Alvarez,No,Port Macquarie
11109,38,Ruben,Kapoor,30-04-1980,1980,S,Male,ruben1@adventure-works.com,70000,0,Bachelors,Professional,No,Ruben Kapoor,No,South Melbourne
11110,3,Curtis,Yang,04-12-1967,1967,M,Male,curtis5@adventure-works.com,60000,1,Partial College,Skilled Manual,Yes,Curtis Yang,Yes,Darlinghurst
11111,34,Meredith,Gutierrez,23-08-1967,1967,M,Female,meredith34@adventure-works.com,60000,1,Partial College,Skilled Manual,Yes,Meredith Gutierrez,Yes,Geelong
11112,25,Crystal,Wang,08-03-1968,1968,M,Female,crystal3@adventure-works.com,60000,1,Partial College,Skilled Manual,Yes,Crystal Wang,Yes,Hervey Bay
11113,30,Micheal,Blanco,17-02-1973,1973,M,Male,micheal11@adventure-works.com,70000,5,Bachelors,Professional,Yes,Micheal Blanco,Yes,Perth
11114,14,Leslie,Moreno,25-11-1967,1967,S,Female,leslie7@adventure-works.com,70000,5,Partial College,Skilled Manual,Yes,Leslie Moreno,Yes,Rhodes
11115,17,Alvin,Cai,12-08-1967,1967,M,Male,alvin20@adventure-works.com,70000,5,Partial College,Skilled Manual,Yes,Alvin Cai,Yes,St. Leonards
11116,18,Clinton,Carlson,02-04-1979,1979,M,Male,clinton14@adventure-works.com,70000,5,Partial College,Skilled Manual,Yes,Clinton Carlson,Yes,Sydney
11117,8,April,Deng,21-08-1966,1966,M,Female,april1@adventure-works.com,70000,5,Partial College,Skilled Manual,Yes,April Deng,Yes,Matraville
11118,6,Alvin,Zeng,31-12-1962,1962,S,Male,alvin21@adventure-works.com,80000,1,Partial College,Skilled Manual,No,Alvin Zeng,Yes,Lavender Bay
11119,13,Evan,James,07-10-1940,1940,S,Male,evan8@adventure-works.com,30000,2,Partial College,Clerical,No,Evan James,Yes,Port Macquarie
11120,18,Beth,Jiménez,06-02-1942,1942,S,Female,beth8@adventure-works.com,40000,2,Bachelors,Management,Yes,Beth Jiménez,Yes,Sydney
11121,10,Orlando,Suarez,18-05-1966,1966,M,Male,orlando19@adventure-works.com,70000,5,Partial College,Skilled Manual,Yes,Orlando Suarez,Yes,Newcastle
11122,12,Byron,Vazquez,30-09-1965,1965,M,Male,byron9@adventure-works.com,70000,5,Partial College,Skilled Manual,Yes,Byron Vazquez,Yes,North Sydney
11123,39,Philip,Alvarez,18-12-1965,1965,M,Male,philip4@adventure-works.com,70000,5,Partial College,Skilled Manual,Yes,Philip Alvarez,Yes,Sunbury
11124,40,Ross,Jordan,23-07-1968,1968,S,Male,ross1@adventure-works.com,80000,1,Partial College,Skilled Manual,Yes,Ross Jordan,Yes,Warrnambool
11125,37,Dana,Navarro,06-10-1961,1961,S,Female,dana2@adventure-works.com,70000,1,Partial College,Skilled Manual,Yes,Dana Navarro,Yes,Seaford
11126,11,Shaun,Carson,05-10-1954,1954,M,Male,shaun16@adventure-works.com,10000,2,High School,Skilled Manual,No,Shaun Carson,Yes,North Ryde
11127,361,Jan,Edwards,19-04-1981,1981,M,Female,jan11@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Jan Edwards,No,San Gabriel
11128,635,Samantha,Long,03-06-1981,1981,M,Female,samantha35@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Samantha Long,No,Renton
11129,638,Julia,Wright,01-02-1981,1981,S,Female,julia17@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Julia Wright,No,Sedro Woolley
11130,543,Caroline,Russell,05-07-1985,1985,M,Female,caroline21@adventure-works.com,30000,0,High School,Skilled Manual,Yes,Caroline Russell,No,Lebanon
11131,50,Amanda,Rivera,09-09-1985,1985,M,Female,amanda7@adventure-works.com,30000,0,High School,Skilled Manual,No,Amanda Rivera,No,Haney
11132,51,Melissa,Richardson,25-04-1986,1986,S,Female,melissa31@adventure-works.com,30000,0,High School,Skilled Manual,No,Melissa Richardson,No,Langford
11133,542,Angela,Griffin,08-03-1986,1986,S,Female,angela23@adventure-works.com,30000,0,Partial High School,Clerical,No,Angela Griffin,No,Lake Oswego
11134,30,Larry,Townsend,22-02-1957,1957,S,Male,larry14@adventure-works.com,10000,5,High School,Skilled Manual,Yes,Larry Townsend,Yes,Perth
11135,302,Marcus,Harris,02-05-1985,1985,S,Male,marcus14@adventure-works.com,30000,0,Partial High School,Clerical,No,Marcus Harris,No,Burlingame
11136,53,Brianna,Morgan,24-04-1984,1984,S,Female,brianna30@adventure-works.com,40000,0,High School,Skilled Manual,No,Brianna Morgan,No,Metchosin
11137,641,Jasmine,Taylor,17-01-1984,1984,M,Female,jasmine7@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Jasmine Taylor,No,Spokane
11138,325,Lauren,Davis,14-03-1984,1984,M,Female,lauren23@adventure-works.com,40000,0,High School,Skilled Manual,No,Lauren Davis,No,Glendale
11139,28,Tanya,Moreno,05-11-1949,1949,S,Female,tanya2@adventure-works.com,30000,2,Partial College,Clerical,No,Tanya Moreno,Yes,Cloverdale
11140,301,Javier,Alvarez,11-08-1982,1982,S,Male,javier1@adventure-works.com,30000,0,Partial High School,Clerical,No,Javier Alvarez,No,Burbank
11141,314,Nicole,Ramirez,19-12-1982,1982,M,Female,nicole42@adventure-works.com,40000,0,High School,Skilled Manual,No,Nicole Ramirez,No,Daly City
11142,51,Eduardo,Patterson,11-02-1983,1983,S,Male,eduardo55@adventure-works.com,40000,0,High School,Skilled Manual,No,Eduardo Patterson,No,Langford
11143,334,Jonathan,Henderson,04-08-1982,1982,M,Male,jonathan4@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Jonathan Henderson,No,Lakewood
11144,607,Edward,Hernandez,08-03-1985,1985,S,Male,edward48@adventure-works.com,40000,0,High School,Skilled Manual,No,Edward Hernandez,No,Ballard
11145,536,Jasmine,Coleman,06-06-1985,1985,S,Female,jasmine46@adventure-works.com,40000,0,High School,Skilled Manual,No,Jasmine Coleman,No,Beaverton
11146,8,Karla,Goel,22-02-1945,1945,S,Female,karla20@adventure-works.com,40000,2,Bachelors,Management,Yes,Karla Goel,Yes,Matraville
11147,40,Ernest,Wu,04-08-1944,1944,M,Male,ernest6@adventure-works.com,60000,2,Graduate Degree,Management,Yes,Ernest Wu,Yes,Warrnambool
11148,22,Ross,Vazquez,13-02-1947,1947,M,Male,ross32@adventure-works.com,40000,2,Bachelors,Management,Yes,Ross Vazquez,Yes,East Brisbane
11149,25,Theodore,Gill,18-10-1946,1946,M,Male,theodore14@adventure-works.com,40000,2,Bachelors,Management,Yes,Theodore Gill,Yes,Hervey Bay
11150,39,Russell,Shen,12-09-1946,1946,S,Male,russell6@adventure-works.com,40000,2,Bachelors,Management,Yes,Russell Shen,Yes,Sunbury
11151,18,Melinda,Gill,25-08-1947,1947,S,Female,melinda9@adventure-works.com,60000,2,Graduate Degree,Management,No,Melinda Gill,Yes,Sydney
11152,633,James,Williams,09-07-1981,1981,S,Male,james77@adventure-works.com,40000,0,High School,Skilled Manual,Yes,James Williams,No,Puyallup
11153,635,Angela,James,21-12-1981,1981,M,Female,angela34@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Angela James,No,Renton
11154,553,Megan,Walker,18-02-1982,1982,S,Female,megan25@adventure-works.com,40000,0,Partial College,Skilled Manual,Yes,Megan Walker,No,Woodburn
11155,301,Hunter,Robinson,25-07-1981,1981,S,Male,hunter50@adventure-works.com,40000,0,Partial College,Skilled Manual,No,Hunter Robinson,No,Burbank
11156,334,Maria,Roberts,06-08-1981,1981,S,Female,maria47@adventure-works.com,40000,0,Partial College,Skilled Manual,No,Maria Roberts,No,Lakewood
11157,642,Hannah,Long,08-12-1980,1980,M,Female,hannah32@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Hannah Long,No,Tacoma
11158,361,Jason,Wright,06-04-1981,1981,S,Male,jason46@adventure-works.com,40000,0,High School,Skilled Manual,Yes,Jason Wright,No,San Gabriel
11159,385,Brianna,Hughes,16-03-1981,1981,S,Female,brianna57@adventure-works.com,40000,0,High School,Skilled Manual,No,Brianna Hughes,No,Woodland Hills
11160,311,Maurice,Tang,08-07-1979,1979,S,Male,maurice4@adventure-works.com,40000,0,Partial College,Skilled Manual,No,Maurice Tang,No,Concord
11161,311,Emily,Wood,20-10-1979,1979,S,Female,emily27@adventure-works.com,40000,0,Partial College,Skilled Manual,No,Emily Wood,No,Concord
11162,331,Chase,Cox,02-09-1979,1979,S,Male,chase10@adventure-works.com,40000,0,Partial College,Skilled Manual,Yes,Chase Cox,No,La Jolla
11163,372,Gabriel,Wang,18-06-1980,1980,M,Male,gabriel21@adventure-works.com,40000,0,Partial College,Skilled Manual,Yes,Gabriel Wang,No,Spring Valley
11164,374,Devin,Brooks,02-11-1979,1979,S,Male,devin63@adventure-works.com,40000,0,Partial College,Skilled Manual,No,Devin Brooks,No,Torrance
11165,348,Jocelyn,Alexander,15-01-1979,1979,M,Female,jocelyn18@adventure-works.com,60000,0,Partial College,Skilled Manual,No,Jocelyn Alexander,No,Oakland
11166,631,Ashley,Martinez,22-10-1977,1977,S,Female,ashley18@adventure-works.com,70000,0,Partial College,Skilled Manual,No,Ashley Martinez,No,Olympia
11167,618,Jasmine,Barnes,29-01-1978,1978,S,Female,jasmine43@adventure-works.com,80000,0,Bachelors,Management,No,Jasmine Barnes,No,Issaquah
11168,348,David,Rodriguez,12-11-1973,1973,S,Male,david83@adventure-works.com,80000,0,Bachelors,Management,No,David Rodriguez,No,Oakland
11169,312,Bryce,Richardson,20-12-1973,1973,M,Male,bryce8@adventure-works.com,90000,4,Bachelors,Management,Yes,Bryce Richardson,Yes,Coronado
11170,612,Carol,Howard,04-08-1973,1973,M,Female,carol5@adventure-works.com,90000,4,Bachelors,Management,Yes,Carol Howard,Yes,Burien
11171,385,Jonathan,Hill,05-10-1978,1978,S,Male,jonathan43@adventure-works.com,100000,1,Bachelors,Management,Yes,Jonathan Hill,Yes,Woodland Hills
11172,626,Gabrielle,Adams,20-05-1973,1973,M,Female,gabrielle58@adventure-works.com,100000,1,Bachelors,Management,Yes,Gabrielle Adams,Yes,Lynnwood
11173,552,Sarah,Thomas,28-02-1973,1973,S,Female,sarah13@adventure-works.com,110000,0,Graduate Degree,Management,No,Sarah Thomas,No,W. Linn
11174,338,Nicholas,Robinson,09-01-1973,1973,M,Male,nicholas19@adventure-works.com,110000,0,Graduate Degree,Management,Yes,Nicholas Robinson,No,Los Angeles
